AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
圣路易斯华盛顿大学,硕士,Architecture,被拒,2016,3,,7,323,双非,土木工程,84,国外高校（含港澳台）,Sustainable and Environmental Design,,
圣路易斯华盛顿大学,硕士,Architecture,被拒,2015,2,96,,316,双非,五年建筑学，工学学士学位,84,,,,我应该算是非常非常普通的那一类了，GT很一般，只是在学校里努力搞好平时成绩，做好课程设计，学校很很普通，建筑学学位都不给，没有接触过很华丽的东西，非线什么的，去年暑假在省级设计院实习三个月，然后零散的帮老师画过一些图，三个推荐信是单位领导，授课老师，和一个教授，希望能够帮助到大家
圣路易斯华盛顿大学,硕士,Architecture,被拒,2015,2,90,,313,211,五年建筑学，工学学位,84,,,,普普通通路人一个
圣路易斯华盛顿大学,博士,Chemistry,被拒,2017,3,101,,322,,物化,84,,,,
圣路易斯华盛顿大学,博士,Physics,被拒,2015,2,90,,321,211,,84,,,,"PAPER:两篇无关水论文已发,两篇无关水论文在审，翻译英文书稿一本，2013年9月进微分方程实验室
RL：专业课教师&院长&做项目的导师
PROJECT：在省自然科学基金和国家自然科学基金的三个项目里打杂，自己主持过一个校级的项目，均与所申方向无关
COMPETITION：全国数学竞赛数学类国家级三等奖（全校当年唯一的一个）,还有一些省级和校级的水奖
SOCIAL ACTIVITIES：创办过社团，策划过校级大型活动
SCHOLARSHIP：校级奖学金6次，国家级奖学金1次，社会奖学金1次
VISITING EXPERIENCE:在中科院系统、山大、中大、华科的物理混过一段时间（屁用没有）
REASONS FOR REJECTION: UChi，低GRE sub和低托福;UMN,非物理背景，低托福，没有教学经验；WUSTl,物理背景不够强，申工程学会好一点；UM，拒绝我的理由现在还没给我
PS：只学过大学物理，，，忘记是受谁误导了，说是GRE sub就考普通物理，而且超级简单，但是他没有告诉我说特么的考的内容很宽，，，建议复习时间一个季度80%的时间应该够用，一个月40%的时间是不够的（针对跨专业的而言）"
圣路易斯华盛顿大学,硕士,Project Management,被拒,2016,3,105,,324,清华/北大/中科大,建设管理,84.38,,,,
圣路易斯华盛顿大学,硕士,Architecture,被拒,2015,3,103,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑,86,,,,路人一个，没有任何实习，四年制工学学位，推荐信找的都是院里的副教授=。=
圣路易斯华盛顿大学,硕士,Law,被拒,2017,3,104,,0,双非,法学,87,,,,
圣路易斯华盛顿大学,博士,Chemical Engineering,被拒,2016,3,105,,320,211 & 985,化学工程与工艺,87.42,,,,"三篇SCI挂名,一篇5作(2个通讯），两篇6作（一篇2个通讯，另一篇1个通讯）---这样写是因为不知道通讯作者算不算作者的排名里= =
负责一个国家级大学生创新项目，前后在实验室待了一年；现在到国内top2做毕设的经历也写在简历里了。"
圣路易斯华盛顿大学,硕士,Customer Analytics,被拒,2016,3,108,,318,211 & 985,广告学,87.6,,,,申请这五所学校时三段实习经历，大一暑假一段家乡本地的小广告公司，大二暑假在省级卫视地面频道的广告部，大三下在一家4A做了3个多月的ae intern。拿过2次国励，其他奖学金七七八八加起来大概一共8个？毕业论文是校级优秀和省级优秀（省级没用上，毕业后过了大半年才评出来给我）。G是我的大毛病，第三次考G，V有了155但是Q大跳水，最后USC录了估计是因为他家可以拼G的分，拼起来我有323了。。。ORZ
圣路易斯华盛顿大学,博士,Chemistry,被拒,2017,3,103,,320,211 & 985,应用化学,87.61,,,,
圣路易斯华盛顿大学,博士,Chemistry,被拒,2017,3,104,,322,211 & 985,化学,88,,,,
圣路易斯华盛顿大学,硕士,Architecture,被拒,2015,2,,6.5,321,双非,土木工程,88,,,,"两个实习，但都是土木相关
本科期间参加活动比较多，拿过一些奖，无论文
推荐信：两个土木教授，一个实习单位"
圣路易斯华盛顿大学,硕士,Customer Analytics,被拒,2017,4,113,,327,211,英语专业,88,,,,"wes后3.89
两段实习，China Daily + 五百强车企
全程diy（没有任何中介），给每个学校都定制了一篇ps（每一篇都改了好几版）。
有兴趣知道我怎么搜集资料（自我定位啊，了解项目啊）的小伙伴，可以私信我啦～ （准备出一个diy申请攻略指南，有兴趣可以关注&催一下懒癌晚期的我hhh）"
圣路易斯华盛顿大学,博士,Chemistry,被拒,2017,3,,7,319,211 & 985,化学,92,,,,无论文  三段实验室经历 国奖校奖若干 美国交流一年 GPA4.0 三封外导推荐信  美加混申均未套瓷
圣路易斯华盛顿大学,博士,Electrical and Electronics Engineering,被拒,2016,3,108,,323,211 & 985,电气工程,85.85,,,,
圣路易斯华盛顿大学,硕士,Chemistry,被拒,2017,3,105,,0,211 & 985,化学,85.85,211 & 985,,,
圣路易斯华盛顿大学,硕士,Management Information System,被拒,2017,2,93,,310,211 & 985,软件工程,85.85,,,,
圣母大学,博士,Electrical and Electronics Engineering,被拒,2015,2,99,,315,,电气工程,84,,,,
圣母大学,博士,Chemical Engineering,被拒,2015,3,102,,321,211,轻化工程,84,211,材料化学工程,83,一作两篇：JPCC(4.8) JSST(1.5)，三作两篇IECR（2.2）；无牛推，无套磁
圣母大学,硕士,Biology and Biological Science,被拒,2015,3,100,,324,211 & 985,生物技术,84,,,,大三进的实验室，经验水水，蹭了一篇SCI，点数不高但聊胜于无。无牛腿。比赛活动奖学金全无。
圣母大学,硕士,Law,被拒,2015,0,,,0,211 & 985,法学,88,,,,一次模拟法庭
圣母大学,博士,Chemical Engineering,被拒,2015,3,101,,323,211,应用化学,88,,,,
圣母大学,硕士,Accounting,被拒,2016,3,107,,0,211 & 985,,86,,,,
圣塔克拉拉大学,硕士,Computer Science,被拒,2015,1,83,,308,双非,计算机科学与技术,80,,,,专业无关论文一篇，大大小小奖学金若干
圣约翰大学,硕士,Accounting,被拒,2017,1,87,,0,双非,会计,77,,,,
视觉艺术学院,硕士,Design and Visual Communications,被拒,2015,2,92,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机,84,,,,
视觉艺术学院,硕士,Design Products,被拒,2016,1,83,,0,211,工业设计,88,,,,
斯德哥尔摩大学,硕士,Management,被拒,2016,0,,,319,,政治经济学、西班牙语,75,,,,
斯德哥尔摩大学,硕士,Statistics,被拒,2016,2,,6.5,0,211,,84,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,84,两年top Pharma工作经验
斯德哥尔摩大学,博士,Economics and Econometrics,被拒,2015,0,,,327,211,经济学,88,,Economics,90,
斯德哥尔摩经济学院,硕士,Economics,被拒,2016,3,,7,322,211 & 985,金融学,84.5,,,,两个商业银行实习（网点&国际业务），水水的社团工作&志愿活动&科研经历各一，无牛推无文章
斯德哥尔摩经济学院,硕士,Finance,被拒,2016,4,,8,314,211 & 985,应数&精算,87.37,,,,一篇论文，有项目经验／奖学金／社会活动
斯德哥尔摩经济学院,硕士,Economics and Econometrics,被拒,2015,4,110,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济,88,,,,"推荐人都是本科老师，一个数学，两个经济学
奖学金只拿过校奖"
斯蒂文斯理工学院,硕士,Materials Engineering,被拒,2015,1,88,,311,双非,材料物理,77,,,,一篇中文一作水文，实验经历一般般，一次纳米实验，一次薄膜实验研究，本科毕业设计是陶瓷牙，优秀毕业论文，几个学校的小奖学金。大一几乎全部60，反正成绩单很多都是60，好在最后两年猛学习，把成绩勉强拉高到3.0。毕业后在一个高分子塑料公司工作不到半年，老板作为一个推荐人（不是牛腿，德国留学过），另外两个推荐人是院长和系主任，都不是牛腿，普通留学过的教授。
斯蒂文斯理工学院,硕士,Game and Interactive Media Design,被拒,2015,1,86,,308,双非,软件工程,77,,,,
斯蒂文斯理工学院,硕士,Computer Science,被拒,2015,1,83,,308,双非,计算机科学与技术,80,,,,专业无关论文一篇，大大小小奖学金若干
斯蒂文斯理工学院,硕士,Electrical and Electronics Engineering,被拒,2015,1,88,,309,211,电子信息科学与技术,81,,,,跟教授做了一个小项目。三封推荐信两封学校的老师一封实习，也不是什么大牛= =
斯蒂文斯理工学院,硕士,Electrical and Electronics Engineering,被拒,2016,1,89,,307,211,电子信息工程,82,,,,
斯蒂文斯理工学院,博士,Mechanical Engineering,被拒,2016,2,94,,321,211 & 985,热能与动力工程,83,,Mechanical Engineering,,无论文，无牛推，本科GPA巨烂。
斯蒂文斯理工学院,博士,Materials Engineering,被拒,2015,3,106,,316,双非,材料工程,84,,,,"SCI 一作一篇。
挑战杯项目全国奖一个。
EI和核心 非一作三篇。
目前在北京某研究院读硕。"
斯克利普斯研究所,博士,Chemical and Biological Science,被拒,2017,4,110,,324,211,生物技术,87,,,,三年研究经历，挂名文章n篇
斯坦福大学,硕士,International and Comparative Education,被拒,2015,3,104,,317,,英语教育,84,,,,拿过奖学金，参加交换，各种艺术活动，教育相关实习2-3个，有志愿者活动
斯坦福大学,硕士,Documentary,被拒,2016,4,110,,320,211,广播电视编导,84,,,,
斯坦福大学,硕士,Environmental Engineering,被拒,2016,3,106,,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境科学,84,,,,
斯坦福大学,硕士,Education Policy,被拒,2017,0,,,327,国外高校（含港澳台）,教育+数学,84,,,,有在美国的一年大学教书，一个学期高中教书，和两年小学教书经历；教育和数学双学位。推荐信一般。无获奖经历
斯坦福大学,博士,Computer Science,被拒,2016,3,103,,322,,数学,84,国外高校（含港澳台）,应用数学,88,两篇投出去的论文（还没审），其他奖学金我觉得应该不重要，推荐信是老板，本校数学系主任，本校计算机系主任还有石溪一位教授写的
斯坦福大学,硕士,"Learning, Design and Technology",被拒,2017,4,111,,322,双非,英语,84,,,,
斯坦福大学,博士,Aerospace and Aeronautical Engineering,被拒,2016,3,105,,319,211 & 985,土木工程,84.5,,civil engineering,84,"T是两年前的，已经过期，但是申请的时候waive掉。

一篇会议,一篇journal

全TMD是AD无奖，要不要这么流氓。。。而且最近感情受挫，工作找不到。。。也许是楼主太辣鸡。。。另外还有若干学校未出结果，希望有offer雨能够砸中我。。。不然2016，我会好艰难。。。

BTW,谁当年告诉我civil engineering专业好，我保证不打他。。。"
斯坦福大学,硕士,Petroleum Engineering,被拒,2015,2,95,,310,211 & 985,地质学,85,,,,
斯坦福大学,博士,Computer Science,被拒,2015,3,106,,320,清华/北大/中科大,电子工程,87,,,,"一篇一作会议论文，一篇四作会议论文，一个专利，在投稿的论文好几篇；
大三暑假去UW-Madison实习了一个月，不过几乎什么也没干= ="
斯坦福大学,硕士,Teacher Education for Multiple Levels,被拒,2015,4,115,,324,211,英语语言文学,87,,,,没有论文~社会活动和校园活动若干~
斯坦福大学,博士,Petroleum Engineering,被拒,2015,4,,8,325,双非,石油工程,87.5,,Petroleum Engineering,88,一篇水的会议论文。
斯坦福大学,硕士,Law,被拒,2015,4,118,,0,清华/北大/中科大,纯文科+双学位,88,,,,
斯坦福大学,硕士,International Education Policy,被拒,2015,3,106,,320,双非,对外汉语,88,,,,
斯坦福大学,硕士,Law,被拒,2015,3,109,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,88,,,,中所执业工作三年半，教授推+雇主推
斯坦福大学,硕士,Law,被拒,2017,4,111,,0,双非,法学,88,双非,法学,,"无论文，校级奖学金，学生生活无亮点。红圈工作两年，外所两年。

推荐信两封，分别来自研究生导师（无海外背景）和现在的直线老板（英国人，无美国教育背景）。

PS没有写对任何法律问题的分析和理解。主要介绍了工作经历，着重写了工作中遇到的挑战和如何解决了难题。接着过渡到why llm和why this school，写的篇幅占到三分之一，会有一两点结合各校网站上宣传的特色或长处去写。"
斯坦福大学,硕士,Electrical and Electronics Engineering,被拒,2016,3,105,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,光信息科学与技术,88,,,,无牛推，无论文，小科研
斯坦福大学,博士,Biochemistry and Molecular Biology,被拒,2017,4,112,,322,清华/北大/中科大,化学,88,,,,化学生物学方向，2年实验室经历，1篇n作pub，1篇review1作在投...
斯坦福大学,硕士,Geology and Earth Science,被拒,2016,3,105,,0,,环境科学,88,,,,三个research，文章没来得及发表，，有两个牛推。。
斯坦福大学,硕士,Mechanical Engineering,被拒,2016,2,96,,319,211,机械工程与自动化,88,,,,"无paper，大三跟着导师做过一个项目。国奖，校奖等。参加过挑战杯全国赛，三奖。熟练很多专业软件，Solidworks,CAD等等。爱好比较广泛，编程什么的也不在话下。"
斯坦福大学,硕士,International Education Policy,被拒,2016,4,110,,325,双非,商务英语,88,,,,
斯坦福大学,硕士,Education Policy,被拒,2016,4,114,,328,211,商务英语、金融学,88,,,,
斯坦福大学,博士,Bioengineering and Biomedical Engineering,被拒,2016,4,110,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,食品工程,88,,food science,90,"一篇一作（领域内的top杂志，7分左右），2篇二作（4分左右），2篇一作in preparation。
美国的老板在领域内还是有点小名气，所以推荐信应该不错。"
斯坦福大学,博士,East Asian Languages and Literatures,被拒,2015,0,,,330,,亚洲研究,88,国外高校（含港澳台）,日本研究,88,"一个regional conference best paper。GRE是几年前考的，没重考，虽然aw分数低的没法看，不过好像也没什么影响？现在还有几个学校现在还没消息（harvard, chicago）估计都炮灰了。基本上想在umich, ucla和princeton里面选，想听听大家意见！"
斯坦福大学,硕士,Film and Video Studies,被拒,2017,3,102,,314,211,,88,,,,
斯坦福大学,硕士,Educational Technology,被拒,2015,4,110,,325,211,"越南语, 金融双学位（未遂）",89,,,,"2篇论文，一篇全国核心（金融，第二作者），一篇教育（省级，第一作者）
无牛推，系主任（副教授），外教（讲师），项目负责人（Boston College教育学硕士毕业)
补充一下实习经历：应届生。1.游戏创业公司的海外运营（因为我申的方向是教育游戏设计，所以还是相关的）2.某培训机构讲师  3.学校英语助教  4.通用电气管培  5.各种志愿（社区英语讲师，支教，吉他老师） 6.某音乐社交网站小合伙人（磁粉网，域名刚过期了··所以也不算什么广告了）"
斯坦福大学,硕士,Eductional Technology,被拒,2015,4,110,,325,211,"越南语, 金融双学位（未遂）",89,,,,"2篇论文，一篇全国核心（金融，第二作者），一篇教育（省级，第一作者）
无牛推，系主任（副教授），外教（讲师），项目负责人（Boston College教育学硕士毕业)
补充一下实习经历：应届生。1.游戏公司的海外运营（因为我申的方向是教育游戏设计，所以还是相关的）2.某培训机构讲师  3.学校英语助教  4.通用电气管培  5.各种志愿（社区英语讲师，支教，吉他老师） 6.某音乐社交网站小合伙人（磁粉网，域名刚过期了··所以也不算什么广告了）"
斯坦福大学,硕士,Environmental Engineering,被拒,2016,3,109,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境科学,89.3,,,,没有论文，两段校内科研经历，一段监测中心短期实习。没有大牛推荐信。
斯坦福大学,硕士,International and Comparative Education,被拒,2016,4,113,,325,211,国际政治,90,211,英语（跨文化交际）,,本科哥大交换一学期，一封哥大教授的推荐信，国内保研（现在研一），第二年保留学籍选择出国。
斯坦福大学,博士,Bioscience,被拒,2016,3,101,7.5,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,90,,,,三段研究，其中两段是和昆士兰大学教授做的。第一段研究是跟班，第二段研究是主力，第三段研究是独立负责。尚无文章。有参加许多校内活动和数学建模，但没什么拿得出手的奖项。澳洲昆士兰大学交换一学期，新加坡南阳理工大学上了一周多的暑期课程，香港科技大学的夏令营打了个酱油。专业是化学，但学了不少数学和生化的课程，也希望PhD期间能做基因或蛋白方面的研究。
斯坦福大学,硕士,"Policy, Organization and Leadership Studies",被拒,2015,4,116,,332,双非,英语与国际问题研究,90,,,,大一暑假在青海支教，大三上校艺术团团长，大三下在英国肯特大学交换半年，实习在新东方，无paper。
斯坦福大学,硕士,"Policy, Organization and Leadership Studies (POLS)",被拒,2015,4,116,,332,双非,英语与国际问题研究,90,,,,大一暑假在青海支教，大三上校艺术团团长，大三下在英国肯特大学交换半年，实习在新东方，无paper。
斯坦福大学,硕士,East Asian Languages and Literatures,被拒,2015,3,106,,331,211 & 985,中国语言文学,90,,,,没有paper，牛推也没有，拿过一年国家奖学金
斯坦福大学,硕士,East Asian Studies,被拒,2016,4,110,,331,211 & 985,社会学,91,,,,国奖一次，小奖若干，学习和研究类均有；跟本科老师跑一些田野，最重要的研究是一篇政治精英选拔的定量文章，和另外一位老师一起用时间史模型写的，在15社会学年会、12届北大组织社会学工作坊等发表过（今年5月毕业前估计要CSSCI了第一篇哭 TT）；另有国家级大创（成果在15年同济&联合国科教文城市与社会国际会议发表）和学校暑期实践若干，相应荣誉小奖若干。实习曾在国家发改委和凤凰网，和专业无关；台湾交换一学期；70届联合国大会等一系列邀请访问，APEC2014和国际会议、学术工作坊志愿者（老师他每年暑假都有个讲习班嘻嘻嘻~行内人懂得~）若干。偶尔在共识网啊什么的写点儿文章……以上。其实还是看学术，这些都没那么重要，方便大家评估，随意罗一罗了，没有逻辑，不分先后……
斯坦福大学,博士,Chemistry,被拒,2017,4,110,,331,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,91.7,,,,"paper：没有论文（《大学化学》一作不算吧虽然我申请的时候都会写上），一篇五作在投。
科研：大一接触过一阵电池。后来做了一年生化。大四在Yale交流九个月做电催化，拿到了老板的推荐信。其他两封是南开老师推荐信。感觉国外研究经历和美国老师推荐信作用很大。
奖学金：3年国奖。
其他材料：CV是用Latex模版好好做的，PS写得一般。"
斯坦福大学,博士,Chemistry,被拒,2015,4,114,,335,,化学,92,,,,三作 OL加一篇patent in preparation，大一开始每年都有两到三个月时间（net）在lab的样子，
斯坦福大学,硕士,Statistics,被拒,2015,3,106,,329,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,92,,,,
斯坦福大学,博士,Economics and Econometrics,被拒,2015,0,,,321,,经济，数学,93,,,,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录
斯坦福大学,博士,Civil Engineering,被拒,2016,3,105,,318,,土木工程,93,,土木工程,93.2,
斯坦福大学,硕士,Journalism,被拒,2017,3,101,,320,211,新闻学,93,,,,推荐信一篇是带科研的系主任一篇是熟识的课程老师一篇是实习的外媒副主编。发表新媒体方向水论文，一个跟着系主任的科研，省级报刊实习三个月，央视实习两个月，外媒实习半年，政府公关部门实习两个月，参与独立记者组织几个月，运营个人自媒体账号两年单篇阅读量达到过10w，自制短片两部，市场营销大赛一个，学生会各种活动，校级奖学金和各种奖
斯坦福大学,博士,Electrical and Electronics Engineering,被拒,2016,3,108,,328,国外高校（含港澳台）,电气工程,94,,,,无论文，纯DIY，有一篇算牛推吧。
斯坦福大学,博士,Materials Science,被拒,2017,3,106,,334,清华/北大/中科大,材料,94,,,,
斯坦福大学,硕士,Petroleum Engineering,被拒,2016,1,100,5.5,320,双非,石油工程,87.93,双非,,,
斯坦福大学,硕士,Asian Studies,被拒,2015,3,101,,316,,思想政治教育,88.86,,,,
斯坦福大学,硕士,East Asian Studies,被拒,2016,3,105,,326,清华/北大/中科大,新闻,89.25,,,,
斯坦福大学,硕士,Law,被拒,2015,3,105,,0,双非,,87.93,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法律硕士,S,本科非法律专业，外所工作6年多，外企法务工作2年多，推荐人某美所partner一封，硕士导师一封，现公司领导一封。没有什么大牛的推荐人，3个人来自3个不同的国家。partner和公司领导和我关系都很好，所以写得应该都蛮具体的，还有他们个人对我的感受。教授的那封，很普通，大家懂得。
斯图加特大学,硕士,COMMAS,被拒,2015,3,100,,0,211 & 985,工程力学,83,,,,水科研2个，无牛推无论文
苏黎世大学,博士,Crystography,被拒,2015,3,,7,0,,动物检疫,82,,预防兽医学,85.5,在国内没有拿过英文文章也没有拿过国内奖学金
苏黎世大学,硕士,Biology,被拒,2016,3,,7,0,211 & 985,生物医学工程,88,,,,"2015年欧洲IEEE生物医学工程会议embc'15
校级，省级，国家级项目若干，做过的内容涉及免疫，静电纺丝，生物反应器等"
苏黎世大学,硕士,Neural Systems and Computation,被拒,2016,3,100,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,制药工程,90.23,,,,三年奖学金+两年iGEM（2014建模+2015队长&track;单项奖&最佳模块）+其他实验室实习+分子模拟毕设+大四下加拿大uwo化工材料项目
苏黎世联邦理工学院,硕士,Architecture and Digital Fabrication,被拒,2016,2,,6.5,0,双非,建筑学,81,,,,无论文，无牛推，一个实际项目经验，一个竞赛三奖，无奖学金
苏黎世联邦理工学院,硕士,Landscape Architecture,被拒,2016,2,,6.5,0,双非,建筑学,81,,,,无论文，无牛推，一个实际项目经验，一个竞赛三奖，无奖学金
苏黎世联邦理工学院,硕士,Electrical Information Engineering,被拒,2016,3,,7,0,,电子信息工程,81.05,,,,水了俩项目
苏黎世联邦理工学院,硕士,Mechanical Engineering,被拒,2016,0,,,0,国外高校（含港澳台）,mech,83,,,,三无 gre 也没有 大一基础课 比如数学 物理 和编程 都很差 刚刚过那种 因为没好好学习 但是比例只占10% 所以对均分计算影响不大  但成绩单不体现 估计是因为这个被ethz 拒了
苏黎世联邦理工学院,硕士,Materials Science,被拒,2015,3,102,,318,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料化学（很偏物理）,83,,,,水科研，无论文，渣文书。想碰碰运气的。被碾压惯了，算了……
苏黎世联邦理工学院,硕士,Chemical and Bioengineering,被拒,2016,3,,7,0,211 & 985,生物医学工程,83,,,,"2015年欧洲IEEE生物医学国际会议（EMBC'15）
国家项目、省级项目、校级项目若干。主攻干细胞治疗"
苏黎世联邦理工学院,硕士,Management Technology and Economics,被拒,2016,2,94,,320,清华/北大/中科大,Mechanical Engineering,84.18,,,,"详细经历说明在这个帖子里
http://bbs.gter.net/thread-1948867-1-1.html"
苏黎世联邦理工学院,硕士,Robotics and Automation Engineering,被拒,2015,3,100,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,机械工程及自动化,84.9,,,,"两个上交校奖，一个企业奖学金，水论文，三份推荐信都是教授自己写的，一份牛推（IEEE fellow, 2014 high-impact, hku chair professor)"
苏黎世联邦理工学院,硕士,Electrical Engineering,被拒,2015,3,104,,0,清华/北大/中科大,电气工程,85,,,,
苏黎世联邦理工学院,硕士,Energy Science and Technology,被拒,2015,3,107,,332,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,能源,85,,,,半年慕尼黑工大交流，一年实验室，SCI四作在投，德福16
苏黎世联邦理工学院,硕士,Integrated Building System,被拒,2016,3,,7,0,国外高校（含港澳台）,建筑环境,86,,,,无论文 无相关实习 两个学校的学术奖（前10%和5%）
苏黎世联邦理工学院,硕士,Electrical Engineering,被拒,2016,3,,7,0,211 & 985,信息工程,86,,,,数模美赛M奖(一等奖) 一些校级科研项目和竞赛 无论文
苏黎世联邦理工学院,硕士,Chemical Engineering,被拒,2015,3,102,7.5,318,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,86.3,,,,一篇挂名无机材料相关SCI论文在投。三封推荐信来自本科科研项目导师，毕设导师和实习单位领导。某国企化工厂水实习半个月。本科阶段仅修过化工原理，催化原理，工程制图。二等三等校奖学金若干。
苏黎世联邦理工学院,硕士,Energy Science and Technology,被拒,2016,3,100,7.5,324,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,86.7,,,,
苏黎世联邦理工学院,硕士,Computational Science and Engineering,被拒,2016,3,100,,319,211,计算数学,87,,,,老一套的奖学金和数模水奖。作为数学系里的低智商，一坨书能看看明白就够我好受的了....
苏黎世联邦理工学院,硕士,Energy Science,被拒,2017,4,,7.5,322,211 & 985,飞行器动力工程,88,,,,
苏黎世联邦理工学院,硕士,Interdisciplinary Sciences,被拒,2015,2,93,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学基地班,88,,,,"论文：一篇2作一篇3作一篇5作均在投 四篇会议论文
竞赛：有全国大学生化学实验竞赛一等奖（超水...)
推荐信：一封老板一封班导一封院长
法语：TEFB2 有法语双学位 口语流利（面试应该加了分）

参加了n+i项目拿了快十个ad（损人品....)就不报了，没什么价值，建议学弟学妹还是把它们留给有需要的人吧~"
苏黎世联邦理工学院,硕士,Chemical and Bioengineering,被拒,2016,3,,7,0,211 & 985,生物医学工程,88,,,,"2015年欧洲IEEE生物医学工程会议embc'15
校级，省级，国家级项目若干，做过的内容涉及免疫，静电纺丝，生物反应器等"
苏黎世联邦理工学院,硕士,Chemistry,被拒,2015,3,101,,323,211,应用化学,88,,,,
苏黎世联邦理工学院,硕士,Chemical Engineering,被拒,2017,3,,7,313,211 & 985,应用化学,88,,,,三份院长的推荐信，两个实验室经历，无论文
苏黎世联邦理工学院,硕士,Mathematics,被拒,2017,4,116,,327,211,计算机科学与技术 转到 数量经济,90,,,,"数学等相关专业背景：
国内（大一、大二、大四）：
高数1(88/100) + 高数2 (91/100) + 数分3（90/100）+ 线性代数(93/100) 
概率论与数理统计(89/100) + 普通物理(97/100) + 数据结构(94/100) + C语言编程(97/100)

访问项目（大三），在LSE：
Real Analysis + (Ordianry) Differential Equations + Complex Analysis + Partial Differential Equations + Abstract Algebra and Number Theory + Graph Theory +Chaos in Dynamical Systems
成绩都是A+ (75+/100)，不过只有一门课在90以上，考试都是出的证明大题（有小问）。不过具体分数也没相关，因为成绩单上不会写。"
苏黎世联邦理工学院,硕士,"Robotics, Systems and Control",被拒,2016,3,101,,326,211 & 985,车辆工程,90.8,,,,水科研，半年KTH交换，各种无关竞赛小奖，无牛推
苏黎世联邦理工学院,硕士,Electrical and Electronics Engineering,被拒,2015,4,116,,326,211,集成电路,92,,,,水科研水推荐信 无paper
苏黎世联邦理工学院,硕士,Chemical Engineering,被拒,2016,3,103,,320,211 & 985,化学工程与工艺,92.92,,,,一篇SCI三作，两篇SCI水作
塔尔萨大学,博士,Petroleum Engineering,被拒,2017,2,98,,323,211,Petroleum Engineering,84,211,Petroleum Engineering,84,六篇核心一作，一篇EI一作，两次国际会议宣讲，两次国内会议宣讲
塔尔萨大学,博士,Mechanical Engineering,被拒,2015,2,97,6.5,320,211 & 985,车辆和电气双学位,87,211 & 985,车辆,87,无牛推，有论文有项目
塔夫茨大学,硕士,Public Health Studies,被拒,2017,2,90,,315,双非,临床医学,77,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,医学,84,外企工作7年多。本科纯学渣；无论文，无生统工作经验。目前全职工作中，突然觉得工作没意思，才想起要到国外学习一下。从决定留学到准备考试共6个月，GT都是一次性考的，每天工作下班后挑灯夜战2小时，取得这个成绩对于学妹学弟来说，也许太烂了，但是对于我已经知足了，只要拿到美国前50名大学的AD就够了。
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,3,102,,323,211 & 985,经济学,81,,,,"其他背景：一篇水CSSCI，一篇正在跟老师一起做的文章，两份短期助研，参加过两年本专业读书会，一个国家级大创调研。实习两份，都是银行，其中一份做了很多应用宏观知识的分析工作，用过Dynare。

推荐信：三封，班主任(PhD@HKUST,2011)，计量老师(PhD@SMU,2013)，以及本院教授(PhD@UChi,2002)。"
塔夫茨大学,博士,Biomedical Engineering,被拒,2016,2,91,,312,清华/北大/中科大,生物科学,81,清华/北大/中科大,生物学,84,一篇一作SCI在投，一篇y一作SCI和一篇共一作SCI即将完稿，一篇一作中文核心在投，一篇一作中文review在投
塔夫茨大学,硕士,Environmental Engineering,被拒,2015,3,106,,316,双非,材料工程,84,,,,"本科SCI一篇（材料专业）。
在环保监测站实习一段时间。"
塔夫茨大学,博士,Chemical Engineering,被拒,2015,1,89,,315,211,化学工程与工艺,84,清华/北大/中科大,化学工程,,本科参加化工设计竞赛，研究生发表英文SCI一作三篇。。
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,0,,,318,211 & 985,金融学,84,,,,"一共就申请了5所学校，被UIUC, tufts 拒掉了，突然来了一个BU的conditional offer~~~因为口语不够，不想再考托福了，去考个雅思~~~希望攒人品可以被UT-Austin 录取~~~~~"
