AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
香港浸会大学,硕士,Media management,录取,2014,0,,,0,双非,传播学,80.0,,,,211 无面试直接发的ad
埃默里大学,硕士,Law,录取,2017,3,105.0,,0,211,法学,88.0,,,,活动：校内模拟法庭、大型活动志愿者如WIPO、美国硅谷交流项目、一些商业类项目等；实习有北京二中院实习、农行实习、一个公司市场部三个月实习。学术无
香港城市大学,硕士,"Linguistics, Interpretation and Translation",录取,2014,0,,,0,双非,商务英语,86.6,,,,
谢菲尔德大学,硕士,Mechanical Engineering,录取,2015,4,,7.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,84.0,,,,我在专业里就是中上那种吧，很多交大的牛同学比赛奖一大堆，我也就只是跟着老师做了国家自然基金项目，校奖学金两次。社团类的活动比较多。真真是周围一大堆大牛中的水货。
南洋理工大学,硕士,International Political and Economy,录取,2015,3,103.0,,322,211 & 985,金融,89.2,,,,"和老师发过两篇CSSCI,国家级大创，一堆校级小奖，美赛建模二奖，两次银行水实习，一次国际会议"
乔治城大学,硕士,Law,录取,2015,3,100.0,,0,211,法学,85.0,,,,"大一到大三一直在社团混着(* ￣︿￣)，办办活动，到模拟法庭打酱油；
或自己组队，或跟着教授，做了大大小小几个项目，国家级的校级的都有；
在法院、事务所分别实习了几个月，学校的summer programme；
参加法律诊所，提供法律援助，各类中小型志愿者活动，郊区山区支教，为和谐社会做贡献O(∩_∩)O~     

简单的“简”历……"
香港城市大学,硕士,Finance,录取,2017,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学类,82.7,,,,
哥伦比亚大学,硕士,Public Administration,录取,2016,3,109.0,,0,211 & 985,人力资源管理,84.0,,,,2+2 在美国普通州立大学gpa3.8 专业gpa3.9的情况下申请到的咯
卡内基梅隆大学,硕士,Civil Engineering,录取,2016,2,97.0,,314,211 & 985,土木工程,84.0,,,,"一篇国内期刊论文
无牛推，一封系主任推荐信，科研老师推荐信，任课老师推荐信
青奥会志愿者经历"
哥伦比亚大学,硕士,Architecture,录取,2017,3,100.0,,304,双非,建筑学,84.0,,,,三本双非，学业中上，没有竞赛得奖经历，在gmp事务所实习过一阵子，学生活动参与性还行，半DIY申了11所，九所建筑两所室内，目前拒了一所，还有两所在等.....
牛津大学,硕士,Economics and Econometrics,录取,2017,4,115.0,,0,,,90.67,,,,
香港中文大学,硕士,Sustainable Tourism,录取,2017,2,,6.5,0,双非,旅游管理,88.11,,,,实习4个，社会工作若干
香港城市大学,硕士,Information System Management,录取,2016,2,,6.5,0,,,83.98,,,,
伦敦大学学院,硕士,Public Policy,录取,2017,0,,,0,211 & 985,哲学,92.0,,,,北京211+985，有科研，水实习（太懒…），一堆社会实践但有点杂，无雅思申请TT
哥伦比亚大学,硕士,Bilingual and Bicultural Education,录取,2016,4,110.0,,323,双非,对外汉语,88.0,,,,Teach For China两年教学经历。
凯斯西储大学,硕士,Biology,录取,2016,2,95.0,,313,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物,84.0,,,,两年实验室较水经历，两篇submitted英文论文
香港城市大学,硕士,China Studies,录取,2016,2,,6.5,0,,思想政治教育,86.0,,,,"国奖一枚 省奖好几个 省政府奖学金 学习一等奖学金 文体活动奖学金两次 思想品德奖学金两次
省级网站实习两年"
杜伦大学,硕士,Accounting and Finance,录取,2017,2,,6.5,0,211 & 985,会计（财务管理）,87.0,,,,
卡内基梅隆大学,硕士,Mechanical Engineering,录取,2015,2,99.0,,323,211 & 985,热能与动力工程,86.78,,,,两次实习，一项发明专利，奖学金若干，无paper和海外项目经历
岭南大学,硕士,International Banking and Finance,录取,2014,0,,,0,双非,金融学,83.0,,,,"几个渣实习，两年工作经验
第一年当地会计事务所
第二年电视台财经记者

广州亚运会志愿者

央行研究局局长推荐信"
卡迪夫大学,硕士,"Urban, Community and Regional Planning",录取,2015,1,82.0,6.5,0,211,土地资源管理,84.0,,,,
香港浸会大学,硕士,Mass Communication,录取,2014,0,,,0,双非,媒体融合,85.2,,,,校刊主编（出版杂志5本），三个实习（一个杂志一个网站一个日报），全国性活动若干
加州大学圣塔芭芭拉分校,本科,Economics and Econometrics,录取,2015,2,94.0,,0,,,87.58,,,,
圣路易斯华盛顿大学,硕士,Architecture,录取,2017,3,104.0,,0,211 & 985,建筑学,85.71,,,,
英属哥伦比亚大学,硕士,Chemistry,录取,2017,3,,7.0,320,,化学,89.0,,,,有科研和交流，无paper
香港城市大学,硕士,E-Commerce,录取,2015,3,,7.0,0,211,电子商务,84.0,,,,1.28进行的面试，问了为什么选择他们这个专业，今后选择什么工作，本科学习的一些情况，还有就是个人有没有其他的问题。
伊利诺伊大学厄巴纳-香槟分校,硕士,Policy Economics,录取,2016,3,104.0,,329,双非,国际经济与贸易,88.0,,,,大创项目一个 未发表论文一篇 系主任推荐一封 无牛推
东北大学,硕士,Environmental Engineering,录取,2015,3,106.0,,316,双非,材料工程,84.0,,,,"本科SCI一篇（材料专业）。
在环保监测站实习一段时间。"
香港城市大学,硕士,English Studies,录取,2015,3,104.0,,0,211,英语,84.0,,,,
新加坡国立大学,硕士,Transportation System and Management,录取,2014,0,,,0,双非,航运管理,84.0,,,,推荐就是学校普通教授的推荐。。估计没大用，两段实习，提交申请材料的时候也没交实习鉴定因为没有英文版的，没得过奖学金（学渣伤不起）。。基本毫无亮点，等待结果的这段日子自我审视，背景确实太单薄了一些，所以NUS能收了我真是超级激动~
新加坡国立大学,硕士,Managerial Economics,录取,2015,3,,7.0,0,211 & 985,金融,85.0,,,,
香港科技大学,硕士,Chinese Culture,录取,2016,3,,7.0,0,双非,汉语言文学（财经文秘方向）,84.0,双非,,,
渥太华大学,硕士,Electrical and Computer Engineering,录取,2015,2,,6.5,0,211 & 985,信息工程,85.0,,,,拿过两回学校奖学金，无论文无牛推
香港中文大学,硕士,Marketing,录取,2016,2,98.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,管理学,88.0,,,,
香港城市大学,硕士,Management Information System,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,行政管理,85.49,,,,"无论文，两封推荐信非牛推，一学期台湾交换生。校学金二等，社会奖学金，小奖几个。志愿活动若干。
con学位"
汉堡科技大学,硕士,Computer Science,录取,2014,2,,6.5,0,双非,电气工程,88.26,,,,"TUE拿的ALSP，UT拿的UTS 25000欧/年（第一时间拒了，不败人品哈），另外还过了斯图加特的第一轮，然后就没有继续申请了
背景的话，本科UESTC，学校算是985里面的排名靠后的吧，有一篇EI水文三作（基本上算没有吧）有一点实验室研究经历，无实习，无牛腿"
香港科技大学,硕士,Intelligent Building Technology and Management,录取,2014,0,,,0,双非,工程管理,91.0,,,,
普渡大学,博士,Biology and Biological Science,录取,2015,3,102.0,,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,临床医学,88.0,,,,
乔治城大学,硕士,Communication Culture and Technology,录取,2015,3,109.0,,316,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,传播学,84.0,,,,"无牛推，基本都是本校老师，只有USC用了一封最后一份实习时老板的推荐信，外国人，title较高；无论文，参加过学校本科生研究项目的一个小项目；校级迷你奖学金若干；瑞典交换一个学期；参加国际学生组织三年，志愿者经历若干；专业相关校内媒体实践经历若干，校外实习三份，本地传统纸媒的新媒体岗位、international公关公司的digital team还有500强快消commercial team, 都是4~5个月实习"
哥伦比亚大学,硕士,Applied Analytics,录取,2016,3,103.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融学,88.0,,,,KPMG实习，ANZ Bank实习，券商投行部实习，中投保实习，咨询公司实习，基金会实习。校级社团负责人，奖学金，志愿者活动若干。水经济研究RA两个。省优秀毕业论文。
香港浸会大学,硕士,Language Studies,录取,2016,3,,7.0,0,双非,英语,86.6,,,,"国家级奖项两三个
三年校级一等奖学金
四五个比较水的教育相关实习 某东方实习"
西北大学,硕士,Journalism,录取,2017,4,117.0,,321,211 & 985,新闻,88.0,,,,GRE还是不如托福重要啊...不过能考高当然好 也别太低了...
西安大略大学,硕士,Teaching English as a Second Language,录取,2016,4,,7.5,0,双非,对外汉语,80.0,,,,没有奖学金，没有牛推，只有一些没分量的志愿者活动。不过有3年英语教学经验，包括中学英语和雅思教学
香港中文大学,硕士,Electrical Engineering,录取,2016,2,98.0,,0,双非,电气工程,88.3,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,研究生可以去浙大，但是专业不好。所以选择了去新加坡国立，本科期间SCI/EI若干，奖学金一堆，没有实习。 被NUS拒应该是本科和托福没有100。南洋理工大学还没有消息，╮(╯▽╰)╭。总之，还是回报一下寄托，谢谢帮助，以后也会关注的，很高兴认识大家
香港教育学院,硕士,Teaching Chinese as an International Language,录取,2015,0,,6.0,0,双非,汉语言文学,83.0,,,,
格罗宁根大学,硕士,Human Resource Management,录取,2015,3,,7.0,0,,公共事业管理,87.0,,,,无牛推，水论文无相关实习，各种水校奖
伦敦大学亚非学院,硕士,Development Economics,录取,2016,3,101.0,7.0,0,211 & 985,金融学,83.33,,,,
迈阿密大学,硕士,Mass Communication,录取,2015,3,103.0,,318,211 & 985,新闻,84.0,,,,
香港科技大学,硕士,Economics,录取,2016,3,,7.0,0,211 & 985,统计学/数学与应用数学,90.0,,,,"数学建模竞赛：美赛一奖2次；国赛一奖1次
十佳大学生 校友奖学金 都是前0.1%的奖学金 还有奖学金若干
北京市三好学生 北京市优秀学生干部 北京市优秀班集体
实习 咨询公司1个拿了个年度优秀员工 国家级蓝皮书署名
还有证券公司1个实习 高中2份实习  
4次实践 拿了国家级奖等11个奖项 创学院历史最佳成绩 全国第15名
3项科研 3项调研 拿到北京市级奖项若干
院团委学生会第一负责人 学院刊物主编 班长 社团社长 雪绒花心理使者负责人  
创办了一个公司和一个社团和一个青年团校 挑战杯创业比赛商赛成绩还可以
统计师双证齐全 证券从业 会计从业 准精算师……反正一些证
还有杂七杂八的东西……大约这样"
新加坡国立大学,硕士,Information System,录取,2015,2,,6.5,0,211 & 985,软件工程,84.0,,,,无论文无牛推，拿过一个小奖学金和一些小奖，我猜主要还是工作经验加分吧
香港中文大学,硕士,E-Commerce,录取,2015,2,,6.5,0,211 & 985,信息管理与信息系统,86.0,,,,只有一个中移动的实习，一些小奖，其他没什么了
香港城市大学,硕士,Language Studies,录取,2016,2,,6.5,0,211,英语,82.0,,,,"一个留学机构市场部实习 一个迪士尼国际交流项目 一些志愿者
lz毕业后gap了一年"
斯德哥尔摩经济学院,硕士,Accounting and Financial Management,录取,2017,3,,7.0,0,211,财务管理,84.0,,,,两段比较水的实习，校级奖学金
香港城市大学,硕士,Computer Science,录取,2016,0,,,0,双非,电子信息工程,91.0,,,,"无论文，美国交流一年，两篇美国导师的推荐信，在美国有做项目，六级申请，跨专业

本科的奖该拿的都有，什么国奖，国家励志，省三好等。"
香港科技大学,硕士,Teaching Chinese as a Foreign Language,录取,2014,0,,,0,双非,对外汉语,84.0,,,,普通211，学院两个相关专业教授的推荐信，都给我带过课。大三一学期的美国加州大学河滨分校（UCR)交换，学了语言学相关课程，还有TESOL的部分课程，成绩除了一门美国史B+，其它全A。大二学院水科研，有funding，有论文，可是没发表。普通话一乙。各种社团活动小奖。一次学校奖学金。美国教育协会二等奖学金。
魁北克大学,博士,Materials Science,录取,2015,0,,,0,211,材料物理,85.0,双非,材料物理与化学,90,7篇SCI，3个专利，研究生国奖
萨里大学,硕士,Infrastructure Engineering and Management,录取,2017,3,,7.0,0,211 & 985,工程管理,84.0,,,,
香港大学,硕士,China Development Studies,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,86.2,,,,北京教育科学研究院实习 支教 汉办HSK命题员 专业实习（大部分时间都给老师做TA了） 银行实习 韩国半年带奖交换，交换成绩3.72/4.3，期间给一位澳籍教授做项目，并拿到了教授的推荐信（教授亲自写的） 系主任推荐信一封 校内教授推荐信一封 各种奖学金和社团实践
香港科技大学,硕士,Telecommunication Technician,录取,2014,0,,,0,双非,电气,84.0,,,,"无论文，正常申请，本科排名一般，百分之10,简直就是水"
范德堡大学,硕士,Law,录取,2015,3,106.0,,0,双非,法学,88.0,,,,国家奖学金，模拟法庭竞赛，科研立项，留基委公派赴美交换一学期，top内所实习，美国教授推＋合伙人推+本科导师推。
温莎大学,硕士,Industrial Engineering,录取,2013,0,,,0,双非,工业工程,87.0,双非,工业工程,84,两个项目、一堆实习（其实就富士康的做了点东西出来），两篇水论文。中级物流师、六西格玛黑带证书、IE大赛特等奖
雪城大学,硕士,Public Relations,录取,2015,3,108.0,,321,211,新闻学,84.0,,,,
哥本哈根大学,硕士,Biology,录取,2016,1,87.0,,314,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物技术,85.6,,,,SCI并一一篇，二作一篇，实验室三年
纽约大学,硕士,Applied Quantitative Research,录取,2016,3,106.0,,324,211 & 985,,86.16,,,84,混申的专业，几份实习，两份三奖，无牛推
密歇根大学安娜堡分校,博士,Ecology and Evolutionary Biology,录取,2016,3,100.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物科学,88.0,,,,
香港城市大学,硕士,Construction Management,录取,2017,3,,7.0,0,211,土木工程,81.0,,,,
南洋理工大学,硕士,Information Studies,录取,2016,4,,7.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广告学,81.0,,,,半年欧洲交换经验 实习经验三个
香港教育学院,硕士,Education,录取,2017,0,,6.0,0,,劳动与社会保障,84.0,,,,
南加州大学,硕士,Architecture,录取,2015,2,96.0,,312,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料科学与工程,80.5,,,,
密歇根大学安娜堡分校,硕士,"Urban, Community and Regional Planning",录取,2015,3,104.0,,322,211 & 985,交通工程,84.0,,,,上海市市级某科研项目一等奖；2份设计院实习共半年；学生会外联部部长
普渡大学,硕士,Industrial Engineering,录取,2015,3,102.0,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,机械工程,84.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,
香港城市大学,硕士,International Accounting,录取,2017,3,,7.0,0,双非,会计,84.0,双非,,,University of Edinburgh 交换了一年／事务所、投资管理公司、中行实习／校一等奖学金以及其他若干比赛经历
南洋理工大学,硕士,Economics and Econometrics,录取,2014,0,,,0,双非,国际会计,85.0,,,,"2.28申的拖延症桑不起=。=4.15SL,4.28偏方A，4.29偏方B，SL转AD,4.30offer

211，应届大四狗，无论文无实习无牛推，申得也晚，要不是这个专业的ddl延期了，估计就没戏了吧QAQ参加的课外活动比较多。。。"
雪城大学,硕士,Architecture,录取,2017,2,93.0,,310,双非,建筑学,81.0,,,,无竞赛 无牛推 水实习
香港科技大学,博士,Electrical and Electronics Engineering,录取,2015,3,103.0,,323,,电气工程,94.0,,,,无论文。只套了一个教授就给offer了。
德克萨斯大学奥斯汀分校,硕士,Civil Engineering,录取,2016,3,107.0,,327,211 & 985,地质工程,95.0,,,,
范德堡大学,硕士,International Education Policy and Management,录取,2014,4,117.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语翻译,87.7,,,,"教育相关经历就是xdf管理+教书1年半（现在已经不干了），去过欧洲的波兰做过教育类志愿者~ 
无牛腿，找了本科的系主任，教过两年的英国外教还有原来在波兰时的supervisor"
亚利桑那州立大学,博士,Mechanical Engineering,录取,2015,2,92.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,测控技术与仪器,81.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,仪器科学与技术,87,国内EI一篇，小项目若干，无牛推
加州大学圣塔芭芭拉分校,硕士,Environmental Science and Management,录取,2015,4,,7.5,319,211 & 985,环境科学,86.0,,,,"【论文】：两篇英文国际论文，一篇是二作，不过都与所申方向无太大关联
【海外经历】：香港浸会大学，德国卡塞尔大学，美国伯克利寒/暑期课程
【科研经历】：毕业论文（饮水机水质）和小组课题（观鸟+渔业管理+绿色产品+水质检测）
【推荐信】：3封（系主任+专业课老师+论文指导老师），伯克利和芭芭拉的多一封伯克利老师
【校内活动】：在系内创了微信公众平台，电子图书馆，二手书店，奖学金，组织过很多环保活动，专业协会学生干事，校际比赛冠军
【实习】：省渔业局和市海洋监测中心
【志愿者】：国内两个NGO的志愿者经历
【奖学金】：学校一等奖学金两次，中国联通奖学金，全人教育奖学金
【个人陈述】：申请时匆忙没有让Native speaker修改，自我感觉写的不是特别出众
【文体活动】：足球队队长，宣传比赛有得奖"
乔治城大学,硕士,Law,录取,2016,4,110.0,,0,211,法学,85.0,,,,过司考，2015年小本毕业，现在某top内所工作，到入学的时候一年工作经验。大学期间获过一次奖学金，500强法务实习，最高法院实习，现在工作的律所实习。若干志愿活动，学生工作。国家大学生创新项目，和老师一起有一个省部级的研究课题项目。本科期间暑期海外交流一次。无牛推，一封律所合伙人，两封法大教授。
华威大学,硕士,Logistics and Supply Chain Management,录取,2017,0,,6.0,0,,物流和供应链,92.0,,,,
乔治城大学,硕士,Public Policy Analysis,录取,2015,4,118.0,,330,211,文科类专业,91.0,,,,两次国家奖学金，若干国内外比赛获奖。
蒂尔堡大学,硕士,Econometrics and Mathematical Economics,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,应用物理学,87.0,,,,实习三个。。。。
香港城市大学,硕士,Language Studies,录取,2017,4,,7.5,0,211 & 985,英语,87.0,,,,
北卡罗莱纳州立大学,博士,Chemistry,录取,2016,3,104.0,,320,211,药物制剂,84.0,,,,有两段科研，分别是细胞生物和化学，无paper。实验室老师和任课老师写的RL。
香港城市大学,硕士,Applied Economics,录取,2016,3,,7.0,0,211 & 985,统计学,82.0,,,,
新加坡国立大学,硕士,Business Analytics,录取,2016,3,103.0,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,85.66,,,,
香港城市大学,硕士,Creative Media,录取,2015,2,,6.5,0,双非,新闻,84.0,,,,
香港浸会大学,硕士,Media Management,录取,2015,3,,7.0,0,,人力资源管理,85.0,,,,3次国内高校传媒活动，半年腾讯实习，校级网络组织负责人，校园APP负责人（仅内容，运营，不是技术流），一次校内杂志负责人，一个香港交流小项目，两次奖学金
伦敦大学学院,硕士,Global Governance and Ethics,录取,2017,4,,7.5,0,211 & 985,国际政治,89.0,,,,
南卫理公会大学,硕士,Electrical and Electronics Engineering,录取,2016,3,106.0,,318,,电气工程,81.0,,,,
香港大学,硕士,Industrial Engineering and Logistics Management,录取,2017,2,,6.5,0,211,物流工程,81.0,,,,
香港理工大学,硕士,China Business Studies,录取,2015,4,,7.5,0,211,英语,85.79,,,,"还有一次雅思是单科6.5不过总分只有7。工作两年。大学期间比较大的突破可能是自己push本校开展一次省内6大211高校模联会议。工作后在省TOP1高中教英语同时管理学生会。后自行在外贸公司做销售同时负责招聘等其余杂事。边工作边申请。完全没有商科经验而且这么低的G也不知道为何能被UCL录取。。。。只有谢谢谢谢and谢谢。
港中文的录取也是最近突然收到的。。。
今年的拒信包括：KCLmgt和hrm，布里斯托mgt，伯明翰mgt，兰卡斯特被调剂，港城大组织管理wl。
还有一些学校的offer比如约克诺丁汉利兹等就不一一列出了。"
爱丁堡大学,硕士,Intellectual Property Law,录取,2015,3,,7.0,0,双非,法学,89.6,,,,"首先没有什么特别耀眼的奖项和事迹。
推荐信：学校讲师两封。
奖学金：一次校二奖，两次校三奖。
实习：法院（两次普通的基层法院民庭、立案庭；一次去了有知产庭的基层法院专门看知产案件）、律所（一次个人所神马都做，一次中型所针对知产）、检察院（公诉科），大学暑假几乎都泡在实习单位。另外在南方周末评论部实习过一个月。
奖项：省级法律类学科竞赛第一名；省级模拟法庭一次团队第三名，一次最佳风采奖；校级辩论赛一些小奖。
另外去台湾交换了一学期；帮两个老师写过出版物片段。"
范德堡大学,硕士,Law,录取,2016,3,105.0,,0,双非,非法,84.0,,,,律所实习，本科有几个小奖学金，无海外交流经历
香港城市大学,硕士,Communication and New Media,录取,2016,3,100.0,,0,211 & 985,传播学,84.0,,,,国奖/香港交流半年/两份实习
佛罗里达大学,博士,Chemistry,录取,2016,3,101.0,,321,211 & 985,化学,84.0,,,,这所大学让我非常纠结 我非常不愿意放弃 但是手头拿到Davis了 求建议 该如何选择 佛罗里达和Davis的化学差距到底多大？？
香港城市大学,硕士,Operations and Supply Chain Management,录取,2015,0,,6.0,0,211 & 985,电子商务,79.0,,,,比较水，校园经历都是学生会社团工作那些、得过一些无关痛痒的小奖例如优秀学生干部什么的，科研方面参加过学校的科研项目不过没有论文，实习经历是埃森哲（accenture），证书有六级537，计算机二级（java)。
香港理工大学,硕士,Sustainable Urban Development,录取,2017,3,,7.0,0,211,人文地理与城乡规划,83.2,,,,一个国创主持人，一篇论文，一个水水的作品集，几个社团活动
哥伦比亚大学,硕士,IEFP,录取,2015,3,109.0,,327,211,管理学某非主流专业,86.0,,,,
赫尔辛基大学,硕士,Food Science,录取,2014,0,,,0,双非,食品科学与工程,85.7,,,,屌丝211学校，不过食品是全国专业第一。无论文，校奖学金社会奖学金一些，还有些几个学校间的食品创意大赛的奖，有1年多实验室经历。
加州大学伯克利分校,硕士,American Law,录取,2017,3,105.0,,0,双非,英语,82.0,清华/北大/中科大,JD & JM,AA,美国律所香港分所职业两年+
卡内基梅隆大学,硕士,Electrical and Computing Engineering,录取,2017,2,91.0,,316,211,信息安全,84.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,信息安全,90,3篇论文，国际会议一篇，SCI、EI各一篇
香港中文大学,硕士,Visual Culture Studies,录取,2016,2,90.0,,0,211,,88.0,,,,
帝国理工学院,硕士,Environmental Engineering,录取,2016,4,,8.5,325,,土木工程,84.0,,,,
伦敦政治经济学院,硕士,Finance and Economics,录取,2017,3,,7.0,319,211 & 985,经济学,84.0,,,,
南加州大学,硕士,Marriage and Family Therapy and Counseling,录取,2017,4,,7.5,314,211 & 985,心理学,87.7,,,,"医院精神科实习，美国咨询中心实习，心理帮助热线接线员，支教志愿活动经历若干
参与国创一项非相关领域，在婚姻家庭领域大牛实验室干活
推荐信：本科导师-国内婚姻家庭大牛，推荐信强调科研能力
       课程老师-申请方向相关课程，强调领域内的潜力和兴趣，跨文化工作的能力
       咨询中心老师-强调作为咨询师的特质和潜力，领导力"
加州大学洛杉矶分校,硕士,Law,录取,2015,0,,,0,211 & 985,法学,88.0,,,,一次模拟法庭
密歇根大学安娜堡分校,硕士,"Urban, Community and Regional Planning",录取,2017,3,106.0,,333,,城市规划,88.0,,,,无论文，普通推荐，四份实习，三个会议，若干研究，两次海外交流，若干志愿者
华威大学,硕士,International Culture Policy and Management,录取,2014,0,,,0,双非,俄英双语,88.0,,,,"两年奖和一些校奖
俄罗斯交换留学一学期
尼泊尔志愿者
金鸡百花电影节志愿者
几次展会、陪同翻译实习"
特温特大学,硕士,Communication Engineering,录取,2016,3,,7.0,0,211 & 985,电子信息工程,83.6,,,,水科研，全国电赛赛区奖
康涅狄格大学,硕士,Geography & Geology & GIS,录取,2013,3,104.0,,315,双非,地理信息系统,83.0,,,,无牛推，无paper，跟过老师的两个项目
香港中文大学,硕士,Information Technology,录取,2014,0,,,0,清华/北大/中科大,自动化,90.6,,,,无牛推无论文水实习一份
新加坡国立大学,硕士,Safety Health and Environmental Technology,录取,2016,2,,6.5,0,,生物技术,82.0,,,,
西蒙弗雷泽大学,硕士,Computer Science,录取,2014,2,97.0,,319,双非,软件工程,84.0,,,,无论文，水竞赛，水实习，水实验室，基本可以忽略
香港理工大学,硕士,Finance,录取,2014,0,,,0,双非,金融工程,84.0,,,,两篇水论文，小奖学金，短实习
雪城大学,硕士,Other,录取,2013,2,97.0,,317,,,85.64,,,,
香港中文大学,硕士,Economics and Econometrics,录取,2014,0,,,0,双非,数学与应用数学,87.0,,,,楼主人大的~考研悲剧了，3月初赶在deadline之前申了这个项目，无英语成绩，只有一个可怜兮兮的六级，各种校级奖学金还有一个数学建模，无牛推，水实习
麦克马斯特大学,硕士,Accounting,录取,2015,1,81.0,,310,211 & 985,数学,83.0,,Mathematics,91,
香港科技大学,硕士,Chinese Culture,录取,2016,2,,6.5,0,双非,汉语言文学,87.0,,,,有过一对一辅导汉硕的实习，还有广告公司的文案策划和一些家教经历；每年都有奖学金；市级大创项目负责人（已结项），有一篇省级期刊论文；高中时候有文章收录在一本书中，就这些啦~
香港科技大学,硕士,International Language Education,录取,2014,2,99.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,旅游管理,84.0,,,,"有一个学校荣誉学院的荣誉学位；
推荐一封是班主任推荐；另一封是毕业论文导师推荐；还有一封是实习的公司主管推荐，无牛推~
有瑞士半年交流；英国约克大学寒假交流经历；以及印度的NGO实习经历
实习只有一个，非常水
无论文"
莫纳什大学,硕士,Tourism,录取,2016,2,,6.5,0,双非,旅游管理,91.0,,,,大一大二奖学金，旅游协会实习，酒店实习
香港浸会大学,硕士,Media Management,录取,2015,3,,7.0,0,211 & 985,汉语言文学,84.5,,,,
埃因霍芬理工大学,硕士,Human-Technology Interaction,录取,2015,2,98.0,,0,211 & 985,工业工程,83.4,,,,无牛推，无论文，有500强实习
拉夫堡大学,硕士,Digital Media and Society,录取,2017,2,,6.5,0,双非,旅游管理,82.0,,,,校内社团leader，二等奖学金，两次校优秀学生干部。无牛推无论文科研。实习经历比较丰富，有广告公司，公关公司，电视台广告部，会展公司，酒店。
纽约大学,硕士,Digital Media Design for Learning,录取,2016,2,97.0,,0,,英语语言文学,84.0,,,,在高校当助教3年，制作的课件获得过教育部信息化大赛3等奖，参加过几个省级课题。
香港科技大学,硕士,Telecommunication Technician,录取,2014,0,,,0,双非,自动化,85.1,,,,无paper
悉尼大学,博士,Chemistry,录取,2015,4,,7.5,0,国外高校（含港澳台）,化学,88.0,,,,dean list，香港化学奥林匹克之类的水奖，无论文。
新加坡国立大学,硕士,Building Performance and Diagnosis,录取,2015,2,97.0,,0,211,建筑环境与设备工程,81.0,211,供热、供燃气通风及空调工程,90,无论文，校级奖学金若干
圣路易斯华盛顿大学,硕士,Architecture,录取,2015,3,100.0,,317,双非,建筑,84.0,,,,"申请过程DIY, 无牛推，全是自己系的老师=、="
香港城市大学,硕士,Global Business Management,录取,2015,1,82.0,,0,211 & 985,金融,84.0,,,,
香港科技大学,硕士,Telecommunication,录取,2017,2,,6.5,0,,电子信息科学与技术,81.03,,,,两个水实习，水项目一个，论文一篇
特温特大学,硕士,Nanotechnology,录取,2016,2,,6.5,0,211,应用物理,82.46,,,,三无，本校实验室毕设
新加坡管理大学,硕士,Quantitative Finance,录取,2017,3,,7.0,321,211,自动化,84.0,,,,论文一篇，不过不是第一作者，专利两个，软件著作权一个，还有就是一些小奖，一些奖学金。学生工作也就学生会的部长，学校留学生助教 神马的.......
滑铁卢大学,硕士,Electrical and Computer Engineering,录取,2015,1,89.0,,0,,土建&自动化 双专业,87.0,,控制工程,86,"研究生 两篇水论文，一篇英文一篇中文；
4-5个项目经历；
北京优秀毕业生；
两个实习；
一些一般的活动，一些奖励"
埃默里大学,硕士,Law,录取,2015,3,,7.0,0,双非,法律,84.0,,,,上海某政法院校的很普通的小本，实习一个法院，两个小所，现在在北京一家较大所的上海分所实习。无论文发表，校二等奖奖学金若干，有志愿者和社团经历，推荐信两封，都来自本院的老师（一个院长，一个教授）。
哥本哈根大学,硕士,Computer Science,录取,2014,0,,,0,双非,软件工程,88.0,,,,"无牛推荐，无论文，无实习
有个数模的国赛二等奖，一个国创，都比较水，剩下的就是校奖了"
乔治城大学,硕士,Public Policy Analysis,录取,2016,3,106.0,,330,211,金融,84.0,,,,
