AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
伦敦大学学院,硕士,English Linguistics,录取,2017,3,,7.0,315,,英语,84.0,,,,"亚洲某A国暑期交换生、欧洲某B国寒假交换生、国立台湾大学交换生、北美某学刊一作英论、中国多学刊一作中论、亚洲某A国学术会议、亚洲某B国跨区域国际组织实习、联合国教科文相关实习、国内和国外志愿者、跨区域社会实践（田野考察、社会调查，超过十个国家）。明年年初开始为其一学期的国内某211院校研究生院实习——研究助理。
春季入学的Offers可能被Defer到明年秋季入学。"
杜克大学,硕士,Economics and Econometrics,录取,2015,4,110.0,,332,清华/北大/中科大,经济,90.0,,,,做过两份水助研，没发paper。推荐信来自两个AP和实习老板。
南洋理工大学,硕士,Knowledge Management,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,社会工作   新闻学,81.0,,,,
香港理工大学,硕士,Integrated Graduate Development Scheme,录取,2014,0,,,0,双非,工程管理,84.0,,,,小奖一堆，小活动一堆，水实习两个，平时喜欢扶老奶奶过马路，陪老爷爷看日出
纽约州立大学布法罗分校,博士,Economics and Econometrics,录取,2015,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,数理经济,88.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,数理经济,88,
香港中文大学,硕士,Sustainable and Environmental Design,录取,2015,2,,6.5,0,211,景观设计,86.0,,,,"论文 无。
竞赛 无。
项目 学校的Studio（教学以外）有实际项目若干 有被Refer到中山大学做规划项目。
实习 基本围绕艺术设计领域，从画廊、室内设计、策展、平面、公共艺术、城市设计媒介都有做过。 但自己所做的其实并没有很深入- -
推荐 一封来自学校的副教授 Leeds的访问学者 一封来自促进中心的总监和公共艺术中心的主任。

开始还犹豫是否要申请城市文化研究之类的programmes 但最后还是觉得自己喜欢设计多一点 也许下一阶段的规划再转去研究。

同时还有申请的是HKU的MUD（Master of Urban Design）、MScUP （Master of Urban Planning）、PolyU的MDes in Urban Environments Design。 这三个programme中 如无意外HKU的都已经被REJ了 就等最后的判决书而已。  PolyU的School of Design还在等候 但貌似收到offer同学不少了。

因为开始申请的心态是 只要能去香港有书读就好。 一共申请了香港四所大学8个programmes 已收录5个 自己也算是收数了。

当我认识了HKU的其他programmes的人之后 发现自己真是走了极大的狗屎运才能去MLA啊有木有 也知道为什么黄健翔鸟也不鸟我一下啊有木有 你们说的话我完全是插不了嘴啊有木有。"
列日大学,硕士,Erasmus,录取,2015,2,,6.5,0,211,水族科学与技术,90.0,,,,论文1，项目2个，实验室助手一年，没有科研成果
罗彻斯特大学,硕士,Electrical and Electronics Engineering,录取,2014,3,103.0,,318,双非,光电信息,92.0,,,,见此 http://bbs.gter.net/forum.php?mod=viewthread&tid;=1712777&page;=1#pid1778167715
乔治城大学,硕士,Law,录取,2015,4,110.0,,0,211,,86.43,211,法律硕士,S,律所工作4年
塔夫茨大学,硕士,Biology and Biological Science,录取,2015,2,94.0,,313,双非,医学检验,84.0,,,,
康奈尔大学,博士,Chemistry,录取,2017,3,109.0,,332,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料物理,90.0,,,,
香港浸会大学,硕士,Managerial Economics,录取,2015,3,,7.0,0,,经济学,84.0,,,,一本双非，一等奖学金和三等奖学金，省级和本专业无关奖项，学校不痛不痒奖项若干，CN水论文若干篇，若干实习。low gmat。。
香港城市大学,硕士,Marketing,录取,2014,0,,,0,双非,广告学,81.0,,,,4年广告行业工作经验
罗格斯大学,硕士,Public Administration,录取,2015,1,86.0,,315,211 & 985,国际政治,84.0,,,,n个学校活动，一个校级的项目，毕论为优秀论文，所以直接翻译做了essay。大型国企实习，自己做了小型商业项目。TAMU有面试。
纽约大学,硕士,Visual Arts Administration,录取,2015,2,99.0,,0,双非,视觉传达设计,84.0,,,,3个月画廊实习经历，艺术家私人机构，艺术家美国大牛但并没给他名下推荐信。其余两封均来自学校丝毫不权威的老师。若干会议志愿者经历，没论文，没突出的奖学金。背景薄弱，唯一有点有点就是申请全程够主动（算吗？）。
科罗拉多矿业学院 ,博士,Chemical Engineering,录取,2013,0,,,321,双非,化工,86.0,,,,1篇核心一作，暑假酱油经历
斯塔万格大学,硕士,Hospitality Management,录取,2016,0,,6.0,0,双非,旅游管理,84.0,,,,
伦敦商学院,博士,Finance,录取,2014,0,,,0,双非,电气工程,86.0,国外高校（含港澳台）,Econ and Fin,86,
香港理工大学,博士,Civil Engineering & Urban Planning & industrial design,录取,2013,0,,,0,双非,,82.1,双非,,82.7,无sci论文，一工程院院士推荐
波士顿大学,硕士,Banking and Finance,录取,2017,3,,7.0,0,211,法学,84.0,211,法学,84,十年工作党，全职复习半个月，拿到IELTS成绩后开始上寄托学习经验然后开启了DIY的申请历程。
香港城市大学,硕士,Creative Media,录取,2016,2,,6.5,0,双非,广播电视新闻,84.46,双非,,,
鲁汶大学,博士,Virology,录取,2014,3,,7.0,0,,动物检疫,82.0,,预防兽医学,85.5,在国内没有拿过英文文章也没有拿过国内奖学金
南洋理工大学,硕士,Civil Engineering,录取,2014,2,90.0,,0,双非,土木工程,81.0,,,,无论文无牛推...话说推荐信还是我自己编的...本科211非985
香港浸会大学,硕士,Child and Adolescent Development,录取,2014,0,,,0,双非,法学,84.0,,,,中山大学（985、211），四份实习，其中半年教师经历，是在Gymboree做指导师的。另外三份分别是在法院、高中和当地三甲医院的身心医学科。三推荐信，无牛推。三个市级奖，一篇文学类文章发表于省级期刊，但与专业无关。
华盛顿大学,硕士,Architecture,录取,2015,2,96.0,,308,211,建筑学,74.0,,,,纯参数化方向作品集，TOP 20国际事务所实习经验+Global Director推荐信，某国际基金组织助学金10年大陆唯一获奖者（共连续获得四年），某建筑论坛团队成员，某筑参数化讲师，某参数化教材作者。SCI论文《Voronoi全局排序性》一篇，（三作，一作为一数学系博士前辈，二作为其导师）。等等...
哥本哈根大学,硕士,Pharmaceutical Sciences,录取,2015,2,,6.5,0,211,药理,80.0,,,,"我12年毕业的，在学校是学渣吧，成绩很一般，只拿过一次很low的奖学金，一年学生会成员。课外活动有参加，特别是体育活动。
毕业后在北京医院和中科院苏州纳米所工作过，一篇5分SCI一作，一篇6分二作，一封纳米所老板推荐信。"
香港中文大学,硕士,Economics and Econometrics,录取,2015,2,,6.5,0,211,,90.0,,,,"一年半政府vc平台和财税系统工作经验
大学期间做的几个乱七八糟的课题，还有两个银行一个会计师事务所的实习。。不过我觉得我有工作经验应该就不看这些了。
gmat不到700。。今天刚刚考完。。连续京沪面试，加上工作。。有这个成绩算是满意了。。先提交了。。。看看港大科大要不要。。。"
蒙特利尔大学,硕士,Computer Science and Computer Engineering,录取,2013,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,应用物理学,82.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,EE,84,无
北卡罗莱纳州立大学,硕士,Horticultural Sciences,录取,2015,2,94.0,,317,211 & 985,农学,84.0,,,,无paper无牛推无实习。我是搞分子的，只是在实验室做了点实验，知道些基本技术。
弗吉尼亚理工,硕士,Environmental Engineering,录取,2015,3,108.0,,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境科学,82.0,,,,一年实验室经历，两篇挂名文章
亚利桑那州立大学,硕士,Urban Studies and Affairs,录取,2015,0,,,311,双非,城市规划,86.8,,,,SCI二作一篇，EI国际水会一作4篇，中文期刊一篇。无牛腿，小奖若干。
伦敦大学学院,硕士,African Studies,录取,2016,0,,,0,国外高校（含港澳台）,社会健康,84.0,,,,本科拿了一半的奖学金，前几个学期选课太多导致三年毕业，还去丹麦交流水了半年。华盛顿特区暑期实习3个月，学校Institutional Research Office兼职实习两学期，在丹麦和哥本哈根大学的老师做了一个project。毕业之后回国工作，在一个健康传媒呆了一段，后来去了研究机构做RA。三封推荐信一个是自己老板，千人计划回国的之前在哈佛。一个是WHO中国办公室的员工，英国人Cambridge和LSHTM毕业的；一个是本科老师，我们学校创系的系主任。到现在为止还没有paper，但应该快了。。。
慕尼黑工业大学,硕士,Integrated Circuit Design,录取,2016,2,,6.5,0,,通信工程,85.0,,,,一些奖学金和校级荣誉，没有科研和paper，很水的条件。。唯一亮点大四下学期，也就是现在有机会来tum做毕业设计。
爱丁堡大学,硕士,International Business Law,录取,2015,3,,7.0,0,双非,民商法,84.0,,,,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。
加州大学欧文分校,硕士,Civil Engineering,录取,2016,2,92.0,,307,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,大气科学,88.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,大气科学,88,参与过三个科研项目，SCI一作1篇，核心一作1篇、三作1篇。
雪城大学,博士,Chemical Engineering,录取,2016,2,99.0,,320,211,高分子材料,88.0,,,,三段科研经历，获过学校科研的一等奖，一篇三作文章&一篇n作文章，中科院实习
香港中文大学,硕士,Law,录取,2014,0,,,0,双非,法学,86.0,,,,211法本 台湾交流一次 核心期刊一篇 若干水实习 自己学校和交流学校教授推荐
范德堡大学,硕士,Law,录取,2016,4,,7.5,0,,,85.5,211,,88,水论文一篇，校级奖学金两次，小内所实习数次，目前在外所实习但没有推荐信。推荐信三封，两封律师的一封老师的。
香港城市大学,硕士,Accounting,录取,2015,2,,6.5,0,双非,Tourism Management,81.0,,,,事业单位工作半年，事务所实习，一封学校推荐信，一封工作单位推荐信
新加坡管理大学,博士,Economics and Econometrics,录取,2017,3,103.0,,326,211 & 985,,85.12,,,,NCSU奖4月初才定
南加州大学,硕士,American Law,录取,2017,3,,7.0,0,211,法学,85.0,211,,AA,中上内所实习，司法局实习，检察院实习，两次志愿者经历，拿过一奖三奖
都柏林大学学院,硕士,Materials Science and Engineering,录取,2016,2,,6.5,0,211,应用物理,82.46,,,,三无，本校实验室毕设
香港城市大学,硕士,Construction Management,录取,2017,3,,7.0,0,211,土木工程,81.0,,,,
香港浸会大学,硕士,Applied Accounting and Finance,录取,2014,0,,,0,双非,会计,81.0,,,,两个逗逼的小实习~
香港城市大学,硕士,Construction Management,录取,2014,0,,,0,双非,土木工程（照顾性的211，且本人是2+3 非纯正土木）,76.5,,,,"GPA超低
城市今年把雅思提到了6.5 我傻眼了 拿2008年考的6级去申请的
2+3土木 土木全国排名20上下
2年工作经验 负责过较大的市级重点工程2个
现任XX建设项目 项目副经理（挂名的）
初级爆破工程师+国家二级建造师+造价员
推荐人非别是1.大学班主任 教授 2.公司董事长 教授级高工
今儿刚得的OFFER"
佛罗里达大学,硕士,Biostatistics,录取,2015,0,,,317,211,制药工程,83.76,,,81,
科罗拉多大学波尔得分校,博士,Chemical Engineering,录取,2017,3,104.0,,332,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,分子科学与工程,92.0,,,,
维多利亚大学,硕士,Computer Science,录取,2014,0,,,0,国外高校（含港澳台）,软件技术及应用,87.0,,,,无科研无论文无实习无牛腿……
苏黎世联邦理工学院,硕士,Materials Science,录取,2015,3,,7.0,0,211 & 985,材料科学与工程,84.0,,,,"SCI水文一作一篇（申的时候还在投稿中）。。。
就学校的老师，没啥牛推。
中科院实习一个月"
香港城市大学,硕士,Applied Economics,录取,2016,3,,7.0,0,双非,金融学,89.0,,,,
伊利诺伊大学厄巴纳-香槟分校,博士,Chemistry,录取,2014,3,109.0,,320,双非,化学,89.0,,,,无论文，无陶瓷，所以应该是要感谢两位外国导师的推荐信，应该是强推。
香港科技大学,博士,Chemistry,录取,2016,2,,6.5,319,211 & 985,化学,86.0,双非,,,
哈佛大学,硕士,Architecture,录取,2015,3,102.0,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑,85.6,,,,
密歇根大学安娜堡分校,硕士,Nutrition Sciences,录取,2017,3,,7.0,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,84.0,,,,一个国创项目，一年实验室经历，均无论文；AIESEC、TED等NGO领导经历；巴西圣保罗大学交换生；推荐信来自两个外国教授和一个中国教授
香港城市大学,硕士,E-Commerce,录取,2016,2,,6.5,0,211,软件工程,81.0,,,,"校级优秀学生干部奖学金，校级优秀学生干部称号，校级一等奖学金，校级优秀学生称号，中国大学生计算机设计大赛西北赛区二等奖，校级三等奖学金，首届中国大学生互联网+创业大赛省级铜奖
有个水实习。"
香港浸会大学,硕士,Journalism and Mass Communication,录取,2013,0,,,0,双非,对外汉语,84.41,,,,"学校乱七八糟的奖。
电视台、广告公司、策划公司、教育机构什么的实习。
paper1。"
宾夕法尼亚大学,硕士,Education Policy,录取,2016,4,110.0,,325,双非,商务英语,88.0,,,,
塔夫茨大学,硕士,Biostatistics,录取,2017,3,102.0,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,81.0,,,,
圣何塞州立大学,硕士,Computer Software Engineering,录取,2016,2,91.0,,313,,,80.0,,,,
罗格斯大学,博士,Chemical Engineering,录取,2016,3,103.0,,320,211 & 985,化学工程与工艺,92.92,,,,一篇SCI三作，两篇SCI水作
香港城市大学,硕士,Information System Management,录取,2014,0,,,0,双非,计算机与软件,84.0,,,,深圳大学。毕业快一年，现在在神州数码工作。曾在腾讯实习3个月。
香港浸会大学,硕士,Operational Research and Business Analysis,录取,2017,2,,6.5,0,双非,国际经济与贸易 应用数学,84.0,,,,
图卢兹经济学院,博士,Economics,录取,2016,3,108.0,,333,双非,经济学,85.0,211,Economics,93,not supported for the Eiffel scholarship selection
伦敦大学国王学院,硕士,Analytical Toxicology,录取,2016,0,,6.0,0,双非,药学,80.1,,,,
利兹大学,硕士,Consumer Analytics and Marketing Strategy,录取,2017,3,,7.0,0,国外高校（含港澳台）,经济学,83.5,,,,
莫纳什大学,硕士,Information Technology,录取,2015,0,,,0,211 & 985,计算机科学与技术,84.6,,,,无论文，无牛推。
佐治亚大学,博士,Chemistry,录取,2016,3,107.0,,322,211 & 985,化学,84.0,,,,"1.进实验室较早，大一下开始的两年国家级创新实验，跟着师兄过柱子。大三下一学期韩国交换做电极（全英课程）。三年无文章。
2.申请阶段非学术“套磁”尝试过十多封，都是找和自己经历比较对口的老师发的邮件，回复率还是很高的( ^_^ )但感觉对申请结果并无太大帮助。
3.总共拿到五封推荐信，均非牛推，两个韩国的三个本校的，不同学校组合提交。
3.有考化学sub，但时间仓促，成绩不理想所以并没有寄送。私以为sub分高会是锦上添花，没有也不会造成太大影响，当然非前20名学校不去的童鞋除外哈~
4.本科阶段参加了各种学生活动，海外经历丰富，不过感觉对申化学博士并无太大帮助，更多的是个人成长。
5.从今往后的科研之路很长，还要慢慢向大牛们学习！"
柏林洪堡大学,硕士,Economics and Management Science,录取,2015,4,113.0,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,92.0,,,,"没有牛推，没有太拿得出手的论文发表
案例分析、经济学年会、志愿者活动等经历
实习经历比较水，可以忽略不计
本科参加过EM项目的海外交换"
波士顿大学,博士,Mechanical Engineering,录取,2017,3,107.0,,326,211 & 985,物理,87.0,,,,
华威大学,硕士,Global Media and Communication,录取,2017,4,,7.5,0,211 & 985,英语,93.0,,,,"连续拿奖学金
有实习"
爱丁堡大学,硕士,Communication and Signal Processing,录取,2017,3,,7.0,0,211 & 985,电气工程,84.5,,,,两个实习，无牛推，水电赛
加州大学洛杉矶分校,硕士,East Asian Languages and Literatures,录取,2015,3,107.0,,331,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,中国语言文学,90.0,,,,2014 年上半年美国交流；跟老师做了一个2014国家重大社科项目……（学术方面就这样了吧）
南加州大学,硕士,Public Relations,录取,2016,3,109.0,,321,211 & 985,国际政治,88.0,,,,学生社团队长，澳洲公派交换，一个电视台、一个报社、一个公关公司实习，推荐信两个教授一个老板
香港大学,硕士,Information Technology in Education,录取,2016,3,,7.0,0,双非,英语,86.0,,,,国奖省奖都水过/教育相关实习两枚/CATTI笔译三级/三年一等奖学金
悉尼大学,硕士,Law,录取,2018,0,,,0,双非,海商法,84.0,国外高校（含港澳台）,LLM in Insurance Law,A,
香港中文大学,硕士,Visual Culture Studies,录取,2017,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,社会学,84.0,,,,无论文，有实习但不相关，特长绘画。
乔治华盛顿大学,硕士,Strategic Public Relations,录取,2016,3,106.0,,0,双非,英语,84.0,,,,"有中介，但大多还是自己在把控。
三个奖学金，广播站站长。
两段MKT实习，某字幕组前成员（对已经被搞掉之一的）。
无牛推。
二外法语。"
香港科技大学,硕士,Teaching Chinese as a Second Language,录取,2016,2,,6.5,0,211 & 985,汉语言文学,82.0,,,,某省重点高中在职语文教师，教龄两年，二级职称。本科阶段成绩很一般，没有任何活动经历，无牛推。
埃默里大学,硕士,Law,录取,2017,3,,7.0,0,211,法学,84.0,211,法学,84,十年工作党，全职复习半个月，拿到IELTS成绩后开始上寄托学习经验然后开启了DIY的申请历程。
加州大学伯克利分校,硕士,Mechanical Engineering,录取,2014,2,98.0,,328,双非,ME,81.0,,,,在UC Berkeley上了一门研究生课程，得到A-，并成功拿到伯克利本专业教授推荐信
香港理工大学,硕士,"Linguistics, Interpretation and Translation",录取,2015,3,102.0,,0,211,英语,84.0,,,,
哥伦比亚大学,硕士,Statistics,录取,2017,3,105.0,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,MIS,88.0,,,,
香港浸会大学,硕士,"Film, Television and New Media",录取,2015,3,,7.0,0,双非,广告学,84.0,,,,"美国交换一学期，两个水实习，几个广告类小奖。。。
十二月下旬完成申请，2.12号面试，13号收到推研~
现在准备交留位费啦！"
爱丁堡大学,硕士,Film Exhibition and Curation,录取,2016,0,,,0,211,广告学,87.0,,,,
缅因大学,博士,Forest Resources Management,录取,2016,2,91.0,,320,双非,水土保持与荒漠化防治,84.0,211,生态学,88,中文论文三篇，英文一篇在投，本科获得过国奖，研究生获得过光华奖学金，还有一些小奖
南洋理工大学,硕士,Computer Control and Automation,录取,2014,0,,,0,双非,自动化,84.0,,,,学校是中等985，几个大国企的实习证明，两封学院老师推荐信，参加国创项目（优秀），几篇国内水货论文，校内最低等的奖学金一次=_=，一些学生活动任职。
香港中文大学,硕士,International Economic Law,录取,2016,4,,7.5,0,双非,法学法律,84.0,,,,
香港中文大学,硕士,Journalism,录取,2016,2,,6.5,0,双非,新闻学,88.0,,,,大学在校媒待了四年。现已毕业两年，在媒体工作。
哥伦比亚大学,硕士,Biostatistics,录取,2017,3,,7.0,326,211 & 985,药学,84.0,,,,一篇水药物化学论文，三封水推荐信，有三个Coursera data science 的证书。
瓦赫宁根大学,硕士,Food Safety,录取,2016,3,101.0,,328,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,84.45,,,,
香港浸会大学,硕士,Public Affairs,录取,2016,0,,6.0,0,,行政管理,86.5,,,,
爱丁堡大学,硕士,Computational Mathematical Finance,录取,2016,2,,6.5,0,211 & 985,,84.0,,,,
佛罗里达大学,硕士,Religious Studies,录取,2017,3,106.0,,316,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,历史,84.89,,,,
香港中文大学,硕士,Data Science,录取,2017,2,95.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,90.0,,,,无论文，银行实习，活动多，支教。有比赛。
莫纳什大学,硕士,Teaching English as a Second Language,录取,2017,2,94.0,,0,211 & 985,英语,87.0,,,,
南洋理工大学,硕士,Mass Communication,录取,2014,0,,,0,双非,金融,88.0,,,,背景很一般 双非院校 但是有一些论文经历 两次实习
新加坡管理大学,博士,Economics,录取,2013,3,102.0,,325,双非,,84.22,双非,,,
耶鲁大学,硕士,Biostatistics,录取,2017,0,,,323,,Statistics; Economics,88.0,,,,做过一个医学相关的项目，写了个毕业论文，没发表。现在在NIH一个附属研究机构搬砖。
诺丁汉大学,硕士,Food Production Management,录取,2016,3,,7.0,0,,制药工程,83.0,,,,语言成绩还不错，均分一般，几个水实习～还有学校各种奖学金活动之类的～
香港理工大学,硕士,Social Work and Youth Services,录取,2015,0,,6.0,0,双非,心理学,81.0,,,,
香港大学,硕士,Logistics,录取,2016,3,,7.0,0,211,物流,88.0,211 & 985,,,
香港中文大学,硕士,Housing Studies,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,公共管理,88.0,,,,"没啥可说的背景..一封院长推荐信 一封系主任推荐信。
相关实习若干. 一些小奖"
卡内基梅隆大学,硕士,Machine Learning,录取,2017,4,111.0,,334,,统计,95.0,,,,大二暑假参加了Stanford的summer school（但感觉对申请作用不大），大三上在UC Berkeley交换过一学期，大三暑假在IIT (Illinois Institute of Technology)做过stats方面的summer research。
多伦多大学,硕士,Electrical and Computer Engineering,录取,2015,1,89.0,,0,,土建&自动化 双专业,87.0,,控制工程,86,"研究生 两篇水论文，一篇英文一篇中文；
4-5个项目经历；
北京优秀毕业生；
两个实习；
一些一般的活动，一些奖励"
南安普顿大学,硕士,Computer Science,录取,2015,4,,7.5,0,双非,地理信息系统,89.0,,,,无论文 科研背景
南加州大学,硕士,General Law,录取,2017,0,,,0,,法学,88.0,,,,"三年校奖，科研创新奖，论文发表三篇（一篇CSSCI),  大创负责人，校学生组织负责人，法律期刊编辑，法院实习，去哥大暑期交流，台湾政治大学交流，毕业留北京，在某政府部门工作至今"
京都大学,硕士,East Asia Sustainable Economics Development Studies,录取,2017,3,104.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,日语,88.0,,,,
新加坡管理大学,博士,Economics and Econometrics,录取,2014,3,100.0,,320,双非,心理学,80.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,西方经济学,85,"没有论文（汗啊。。。）
没有牛腿，推荐信其实都是我自己写的，老师看看改改就发出去了。
没有实习经验。。。
不过我人人真真写了研究计划（香港和澳洲学校需要），虽然SMU没有要求，我还是把研究计划发过去了。面试是时候那个教授对我的研究计划还是很肯定的。。

ps：我申请了大概20所学校（香港，新加坡，美国，澳洲都有）。全程自己DIY的，中间有非常多的撞墙经历，现在回想起来还是捏一把汗啊。其实能拿到这个学校的offer很大程度是靠运气（这个确实不是自谦）。2月底这个学校就面试我了（用skype，面试过程我的电脑还蓝屏了，那叫一个郁闷啊），但是没有被这个学校录取，放到waiting list中，4月底面试我的教授突然发邮件问我愿不愿意去SMU，还有一个全奖offer，估计是哪个牛人把这个学校拒了，补录把我招的。"
杜伦大学,硕士,Teaching English as a Second Language,录取,2015,3,,7.0,0,211,英语教育,86.59,,,,
都灵理工大学,硕士,Computer Science,录取,2016,0,,6.0,0,,电子信息工程,83.0,,,,
新加坡国立大学,硕士,Civil Engineering,录取,2014,2,91.0,,0,双非,土木工程,88.6,,,,老八校，没什么其他特别的背景
新加坡管理大学,硕士,Applied Finance,录取,2017,2,,6.5,0,双非,金融学,88.0,,,,
纽约大学,硕士,Public Relations,录取,2016,3,104.0,,315,双非,英语,84.0,,,,无牛推，一年irrelevant的工作经历加两份时间很短的报社实习。
香港中文大学,硕士,Business Analytics,录取,2017,2,95.0,,0,211,数量经济,86.0,,,,
莱斯特大学,硕士,Film and Video Studies,录取,2015,0,,6.0,0,双非,院线经营管理,84.0,,,,光线湖南卫视央视实习 2个国家科研其中一个是编者 然后把自己写的部分翻译了出来当ws 还有一个7分钟的纪录片 1个图片蒙太奇 几篇essay什么的
新加坡国立大学,硕士,Electrical Engineering,录取,2013,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电信,80.0,,,,国创项目，数学建模比赛小奖
范德堡大学,硕士,Educational Administration,录取,2015,3,106.0,,322,清华/北大/中科大,西班牙语,84.0,211,西班牙语,87,
澳门大学,硕士,Translation Studies,录取,2016,3,,7.0,0,211,,88.0,,,,国际期刊论文一篇，创新项目负责人一个，TEDx策展人，若干国际性组织策展经验，若干外事相关沟通协商经历，MUN组织者，若干笔译口译经历
麦克马斯特大学,博士,Chemical Engineering,录取,2015,2,95.0,,0,211 & 985,化学工程与工艺,90.0,211 & 985,化学工程与技术,87,一篇英文论文一作，若干篇二、三、五作论文
纽约大学,硕士,Law,录取,2015,4,111.0,,0,,法学,88.0,国外高校（含港澳台）,LLM,,工作党一枚，海外（含港澳台）工作经验4年，钱伯斯提名若干。
卡尔加里大学,硕士,Mass Communication,录取,2014,0,,,0,双非,新闻传播,88.0,,,,"1. 去年申请2013 fall失败之后工作近一年
2. 本科上海211，无牛推，院长、论文导师、实习公司老板推荐
3. 本科媒体电视台、传播行业实习经验
4. 校内各种报社、杂志社学生工作活动
5. 毕业论文评上系里的优秀论文"
圣路易斯华盛顿大学,硕士,Architecture,录取,2015,3,100.0,,317,双非,建筑,84.0,,,,"申请过程DIY, 无牛推，全是自己系的老师=、="
布里斯托大学,硕士,Film and Television Studies,录取,2015,0,,6.0,0,211,戏剧影视文学,88.0,,,,
佛罗里达国际大学,博士,Biology and Biological Science,录取,2015,3,107.0,,321,211 & 985,生物科学,90.0,,,,有几篇已投的英文论文
卡内基梅隆大学,博士,Chemical Engineering,录取,2015,0,,,318,,化学工程,88.0,,,,
康奈尔大学,硕士,Materials Engineering,录取,2016,2,93.0,,320,211,高分子,84.0,,,,一篇水论文，校内学科竞赛小奖，杂七杂八的小奖学金，别的就没什么了，已经第二年，一点都没底，就只报了MS项目
加州大学洛杉矶分校,硕士,Law,录取,2016,3,108.0,,0,双非,法学,87.0,,,,top内所实习，WTO模拟法庭，公派交流，一篇很水的论文
渥太华大学,硕士,"Societies, Cultures and Languages",录取,2015,4,,7.5,0,双非,英语,84.0,,,,无论文无学术研究无牛腿，有工作经验一年。算是和申请的专业有点沾边。
香港理工大学,硕士,Finance,录取,2016,3,100.0,,319,211,统计,84.0,,,,数模校奖，小公司实习
墨尔本大学,硕士,Mechanical Engineering,录取,2016,2,,6.5,0,211,热能与动力,85.0,,,,大三开始参加项目
悉尼大学,硕士,Architecture,录取,2017,3,101.0,,312,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,城市规划,84.0,,,,
埃因霍芬理工大学,硕士,Mechanical Engineering,录取,2016,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,过程装备与控制工程,79.56,,,,实验室水经历半年，SRTP组长，雅思也是临时托转雅大四考的，这次的申请时间很仓促，好在过程一直很紧凑，也套了几次磁，虽说欧洲硕士申请不太需要套磁，但我想让老师对你有个印象最好能在审材料过程中记得你身上的几个标签和亮点也是值得尝试的。
曼彻斯特大学,硕士,Statistics,录取,2015,2,,6.5,0,211,应用数学和经济,88.0,,,,水实习 水项目 一些奖学金和比赛小奖
埃默里大学,硕士,Law,录取,2015,3,,7.0,0,211,法学,84.0,,,,
圣路易斯华盛顿大学,硕士,Architecture,录取,2017,3,102.0,,316,双非,建筑学,84.0,,,,
伦敦大学国王学院,硕士,Law,录取,2017,0,,6.0,0,211,法学,90.0,,,,"国家奖学金
国家级大学生创新训练项目立项
省级模拟法庭比赛冠军&优秀辩手"
南加州大学,硕士,Law,录取,2015,3,106.0,,0,211 & 985,英语  法学(二学位）,85.0,,,,英语语专业本科，二学位选俢法学，在金杜所两次实习共计近五个月，在北京一普通所实习两个月，在中国劳动保障报和黑龙江法制报各发表一篇关于农民工讨薪和普法教育方面的文章，有金杜合伙人丶法学院副教授和外院院长的三封推荐信。
弗吉尼亚理工,博士,Biology and Biological Science,录取,2014,3,100.0,,316,双非,生物工程,88.0,,,,无paper
香港中文大学,硕士,Government and Politics,录取,2017,2,,6.5,0,双非,金融学，辅修行政管理,83.0,,,,
利兹大学,硕士,Financial Mathematics,录取,2016,2,,6.5,0,211,数学,86.65,,,,
